id;name;energy,calculated (kJ);carbohydrate, available (g);fat, total (g);protein, total (g);alcohol (g);fibre, total (g);organic acids, total (g);sugar alcohols (g);starch, total (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);polysaccharides, non-cellulosic, water-soluble (g);fibre, water-insoluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
7163;Meat Soup, Beef Chuck;191;3.3;0.9;5.6;0;0.5;0.1;0;2.8;0.5;0.1;0;0.2;0;0;0.1;0.2;0.4;0.8;<0.1;0.3;0.4;<0.1;<0.1;<0.1;41;15;3;0;13.5;2.9;8.5;0.7;12.5;188.9;10.3;192.6;490.8;50.6;4.3;1.5;75.6;8.0;1.7;1.6;0.14;0.04;0.04;0.2;2.6;23.4;440.5;<0.1;0.2;1.88
7165;Meat Soup, Beef Steak;187;3.3;0.8;5.7;0;0.5;0.1;0;2.8;0.5;0.1;0;0.2;0;0;0.1;0.2;0.4;0.7;<0.1;0.3;0.3;<0.1;<0.1;<0.1;32;12;1;0;12.8;2.8;8.8;0.9;12.5;215.7;11.8;188.7;480.8;62.7;4.1;1.0;82.9;7.4;1.7;1.6;0.14;0.04;0.05;0.2;2.6;23.1;441.2;<0.1;0.1;2.44
33537;Meat Soup, Elk, Potato, Carrot;192;3.5;0.8;5.7;0;0.4;0.1;0;2.8;0.6;0.2;0;0.2;0;0;0.2;0.1;0.3;0.4;<0.1;0.1;0.2;0;<0.1;<0.1;52;21;3;0;13.1;2.9;7.9;1.1;12.8;229.6;12.8;200.0;509.6;68.0;1.2;1.3;79.8;5.2;1.7;1.4;0.18;0.07;0.06;1.0;1.6;67.5;1082.3;<0.1;0.2;2.75
7164;Meat Soup, Pork;271;3.3;3.3;5.0;0;0.5;0.1;0;2.8;0.5;0.1;0;0.2;0;0;0.1;0.2;0.4;3.1;0.5;1.5;1.1;0;<0.1;0.4;371;41;3;3;12.7;2.9;8.9;0.4;12.5;184.0;10.3;194.2;494.8;50.1;4.4;0.6;62.0;7.6;1.4;1.4;0.12;0.07;0.25;0.1;2.6;24.2;434.8;<0.1;0.1;2.22
28977;Meringue;1155;62.3;<0.1;5.6;0;0;0;0;0;62.3;0;0;0.2;0;0;62.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;<0.1;4.2;72.2;4.7;72.6;185.0;5.8;7.6;<0.1;98.4;2.5;1.5;<0.1;0;0.14;<0.01;<0.1;0;0;0;0;0;0.46
34902;Mifu, Lactose-Free Milk Protein Product;393;2.4;3.1;13.9;0;0;0.1;0;0;2.4;0;1.1;1.1;0;0;0.2;0;0;3.0;1.0;1.8;0.2;<0.1;0.3;0.7;664;327;0;0;3.9;20.9;334.1;<0.1;10.9;423.4;12.1;596.9;1521.0;68.5;2.0;0.3;128.5;3.0;0.6;<0.1;0.04;0.13;0.02;0.3;0.9;0.6;2.4;0;0.6;4.61
29090;Milk, 0 % Fat, Boiled;148;5.1;0.1;3.2;0;0;0.2;0;0;5.1;0;0;0;5.1;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;126.0;<0.1;14.3;166.7;12.5;45.8;116.8;93.7;2.9;0.4;47.9;3.1;0.7;0.1;0.05;0.15;0.03;0.4;0.8;0.7;3.4;1.0;<0.1;0.17
606;Milk, 0% Fat, I Ug Added Vitamin D;142;4.9;0.1;3.1;0;0;0.2;0;0;4.9;0;0;0;4.9;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;121.0;<0.1;13.8;160.0;12.0;44.0;112.1;90.0;2.8;0.4;46.0;4.2;0.9;0.1;0.05;0.19;0.03;0.4;1.2;0.8;3.3;1.0;<0.1;0.16
30423;Milk, 0% Fat, Lactose-Free, 1 Ug Added Vitamin D;115;3.1;0.1;3.3;0;0;0.2;0;0;3.1;0;1.6;1.6;0;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;121.0;<0.1;15.0;160.0;12.0;44.0;112.1;90.0;2.8;0.4;46.0;4.2;0.9;0.1;0.05;0.19;0.03;0.4;1.2;0.8;3.3;1.0;<0.1;0.16
33791;Milk, 0% Fat, Lactose-Free, Valio Eila, 2 Ug Added Vitamin D;115;3.1;0.1;3.3;0;0;0.2;0;0;3.1;0;1.6;1.6;0;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;121.0;<0.1;15.0;160.0;12.0;44.0;112.1;90.0;2.8;0.4;46.0;4.2;0.9;0.1;0.05;0.19;0.03;0.4;1.2;0.8;3.3;2.0;<0.1;0.16
11145;Milk, 0% Fat, Low-Lactose, 1 Ug Added Vitamin D;142;4.9;0.1;3.1;0;0;0.2;0;0;4.9;0;2.2;2.2;0.5;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;121.0;<0.1;13.8;160.0;12.0;44.0;112.1;90.0;2.8;0.4;46.0;4.2;0.9;0.1;0.05;0.19;0.03;0.4;1.2;0.8;3.3;1.0;<0.1;<0.01
31888;Milk, 0% Fat, Valio Plus, 2 Ug Added Vitamin D;175;4.9;0.1;5.0;0;0;0.2;0;0;4.9;0;0;0;4.9;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;180.0;<0.1;13.8;160.0;12.0;44.0;112.1;90.0;2.8;0.4;46.0;30.0;0.9;0.1;0.05;0.20;0.03;0.7;1.2;0.8;3.3;2.0;<0.1;0.16
34862;Milk, 0% Fat, Valio Profeel Voimamaitojuoma, 1 Ug Added Vitamin D, Lactose-Free;144;3.1;<0.1;5.0;0;0;0.2;0;0;3.1;0;1.6;1.6;0;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.5;0;157.2;<0.1;14.6;206.5;30.0;59.5;151.6;87.8;2.7;0.4;60.5;4.1;0.8;<0.1;0.05;0.18;0.03;0.4;1.2;0.8;3.2;1.0;<0.1;0.15
11572;Milk, 0% Fat, With Added Calcium And 0.5 Ug Vitamin D;158;5.1;0.1;3.8;0;0;0.2;0;0;5.1;0;0;0;5.1;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;180.0;<0.1;13.8;160.0;12.0;44.0;112.1;90.0;2.8;0.4;46.0;4.2;0.9;0.1;0.05;0.19;0.03;0.4;1.2;0.8;3.3;1.0;<0.1;0.15
29211;Milk, 0% Fat, Without Added Vitamin D, Organic;142;4.9;0.1;3.1;0;0;0.2;0;0;4.9;0;0;0;4.9;0;0;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.0;0;120.0;<0.1;18.4;160.0;12.0;44.0;112.1;90.0;2.8;0.4;46.0;4.2;0.9;0.1;0.05;0.19;0.03;0.4;1.2;0.8;3.3;0;<0.1;0.16
684;Milk, 1.5% Fat, 1 Ug Added Vitamin D;191;4.8;1.5;3.0;0;0;0.2;0;0;4.8;0;0;0;4.8;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.4;0;120.0;<0.1;13.8;150.0;11.0;41.0;104.5;90.0;2.8;0.4;44.3;4.2;0.8;0.1;0.05;0.18;0.04;0.4;1.1;12.9;8.7;1.0;<0.1;0.33
33440;Milk, 1.5% Fat, Boiled;199;5.0;1.6;3.1;0;0;0.2;0;0;5.0;0;0;0;5.0;0;0;0;0;1.5;<0.1;0.4;1.1;<0.1;<0.1;<0.1;22;5;0;0;6.7;0;125.0;<0.1;14.4;156.2;11.5;42.7;108.8;93.7;2.9;0.4;46.2;3.1;0.7;0.1;0.05;0.15;0.03;0.4;0.7;12.1;9.1;1.0;<0.1;0.34
29064;Milk, 1.5% Fat, Lactose-Free, 1 Ug Added Vitamin D;162;2.8;1.5;3.3;0;0;0.2;0;0;2.8;0;1.4;1.4;0;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.4;0;120.0;<0.1;13.8;150.0;11.0;N/A;104.5;90.0;2.8;0.4;44.3;4.2;0.8;0.1;0.05;0.18;0.04;0.4;1.1;17.0;8.7;1.0;<0.1;0.20
33790;Milk, 1.5% Fat, Lactose-Free, Valio Eila, 2 Ug Added Vitamin D;162;2.8;1.5;3.3;0;0;0.2;0;0;2.8;0;1.4;1.4;0;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.4;0;120.0;<0.1;13.8;150.0;11.0;41.0;104.5;90.0;2.8;0.4;44.3;4.2;0.8;0.1;0.05;0.18;0.04;0.4;1.1;17.0;8.7;2.0;<0.1;0.20
31553;Milk, 1.5% Fat, Lactose-Free, Without Added Vitamin D, Organic;162;3.1;1.5;3.0;0;0;0.2;0;0;3.1;0;1.6;1.6;0;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.4;0;120.0;<0.1;15.0;150.0;11.0;41.0;104.5;90.0;2.8;0.4;44.3;4.2;0.8;0.1;0.05;0.18;0.04;0.4;1.1;17.0;8.7;<0.1;<0.1;0.33
675;Milk, 1.5% Fat, Low-Lactose, 1 Ug Added Vitamin D;191;4.8;1.5;3.0;0;0;0.2;0;0;4.8;0;2.1;2.1;0.5;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.4;0;120.0;<0.1;15.0;150.0;11.0;41.0;104.5;90.0;2.8;0.4;44.3;4.2;0.8;0.1;0.05;0.18;0.04;0.4;1.1;12.8;10.3;1.0;<0.1;0.13
34127;Milk, 1.5% Fat, Valio Plus, 2 Ug Added Vitamin D;225;4.8;1.5;5.0;0;0;0.2;0;0;4.8;0;0;0;4.8;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.4;0;180.0;<0.1;14.2;160.0;11.0;41.0;104.5;90.0;2.8;0.4;44.3;4.2;0.8;0.1;0.05;0.20;0.04;0.7;1.1;12.9;8.7;2.0;<0.1;0.33
29210;Milk, 1.5% Fat, Without Added Vitamin D, Organic;191;4.8;1.5;3.0;0;0;0.2;0;0;4.8;0;0;0;4.8;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.4;0;120.0;<0.1;18.4;150.0;11.0;41.0;104.5;90.0;2.8;0.4;44.3;4.2;0.8;0.1;0.05;0.18;0.04;0.4;1.1;17.0;8.7;<0.1;<0.1;0.33
627;Milk, 1% Fat, 1 Ug Added Vitamin D;179;4.8;1.0;3.4;0;0;0.2;0;0;4.8;0;0;0;4.8;0;0;0;0;0.9;<0.1;0.2;0.7;<0.1;<0.1;<0.1;14;3;0;0;4.0;0.1;120.0;<0.1;13.8;150.0;11.0;41.0;104.5;90.0;2.8;0.4;49.9;4.2;0.9;0.1;0.05;0.18;0.04;0.4;1.0;8.2;6.8;1.0;<0.1;0.09
689;Milk, 3.5% Fat, 1 Ug Added Vitamin D;265;4.8;3.5;3.0;0;0;0.2;0;0;4.8;0;0;0;4.8;0;0;0;0;3.1;<0.1;0.7;2.2;<0.1;<0.1;<0.1;45;12;0;0;11.0;0.1;124.0;<0.1;13.7;160.0;11.0;44.0;112.1;90.0;2.9;0.4;44.3;6.0;0.8;0.1;0.05;0.18;0.03;0.4;1.0;28.6;15.3;1.0;<0.1;0.81
31891;Milk, 3.5% Fat, Low-Lactose, 1 Ug Added Vitamin D;265;4.8;3.5;3.0;0;0;0.2;0;0;4.8;0;2.1;2.1;0.5;0;0;0;0;3.1;<0.1;0.7;2.2;<0.1;<0.1;<0.1;45;12;0;0;11.0;0.1;124.0;<0.1;15.0;160.0;11.0;44.0;112.1;90.0;2.9;0.4;44.3;6.0;0.8;0.1;0.05;0.18;0.03;0.4;1.0;28.6;15.3;1.0;<0.1;0.81
33164;Milk, 3.5% Fat, Low-Lactose, Without Added Vitamin D;265;4.8;3.5;3.0;0;0;0.2;0;0;4.8;0;2.0;2.0;0.8;0;0;0;0;3.1;<0.1;0.7;2.2;<0.1;<0.1;<0.1;45;12;0;0;11.0;0.1;124.0;<0.1;13.7;160.0;11.0;44.0;112.1;90.0;2.9;0.4;44.3;6.0;0.8;0.1;0.05;0.18;0.03;0.4;1.0;28.6;15.3;<0.1;<0.1;0.81
33111;Milk, 3% Fat, Lactose-Free, 1 Ug Added Vitamin D;220;3.1;3.0;3.2;0;0;0.2;0;0;3.1;0;1.6;1.6;0;0;0;0;0;2.7;<0.1;0.6;1.9;<0.1;<0.1;<0.1;38;10;0;0;9.3;<0.1;120.0;<0.1;11.6;136.0;9.3;100.0;254.8;76.5;2.5;0.4;37.7;5.1;0.7;<0.1;0.04;0.20;0.03;0.4;0.8;24.3;13.0;1.0;<0.1;0.69
33792;Milk, 3% Fat, Lactose-Free, Eila, 2 Ug Added Vitamin D;220;3.1;3.0;3.2;0;0;0.2;0;0;3.1;0;1.6;1.6;0;0;0;0;0;2.7;<0.1;0.6;1.9;<0.1;<0.1;<0.1;38;10;0;0;9.3;<0.1;120.0;<0.1;11.6;136.0;9.3;100.0;254.8;76.5;2.5;0.4;37.7;5.1;0.7;<0.1;0.04;0.20;0.03;0.4;0.8;24.3;13.0;2.0;<0.1;0.69
34716;Milk, 3% Fat, Lactose-Free, No Added Vitamin D;250;4.8;3.0;3.2;0;0;0.2;0;0;4.8;0;2.4;2.4;0;0;0;0;0;2.7;<0.1;0.6;1.9;<0.1;<0.1;<0.1;38;10;0;0;9.5;<0.1;107.1;<0.1;11.7;137.6;9.5;38.0;96.8;77.4;2.5;0.4;38.1;5.2;0.7;<0.1;0.04;0.16;0.03;0.3;0.8;24.6;13.2;<0.1;<0.1;0.69
33739;Milk, 4.4% Fat, Without Added Vitamin D, Unhomogenized;296;4.7;4.4;3.0;0;0;0.2;0;0;4.7;0;0;0;4.7;0;0;0;0;4.2;0.1;1.0;3.0;0.1;<0.1;<0.1;51;16;0;0;13.5;0.1;120.0;<0.1;16.4;160.0;11.0;40.0;101.9;90.0;2.9;0.5;44.3;6.0;0.8;0.1;0.05;0.20;0.03;0.4;1.0;40.1;19.5;0;0.1;0.98
33466;Milk, Average, 1 Ug Added Vitamin D;199;4.8;1.7;3.0;0;0;0.2;0;0;4.8;0;0;0;4.8;0;0;0;0;1.6;<0.1;0.4;1.1;<0.1;<0.1;<0.1;23;6;0;0;6.1;<0.1;121.7;<0.1;13.7;156.7;11.3;43.0;109.6;90.0;2.8;0.4;44.9;4.8;0.8;0.1;0.05;0.18;0.03;0.4;1.1;14.1;9.1;1.0;<0.1;0.43
31894;Milk, Coffee Milk 2% Fat, Lactose-Free, 1 Ug Added Vitamin D;219;4.8;2.0;3.6;0;0;0.2;0;0;4.8;0;2.4;2.4;0;0;0;0;0;1.9;<0.1;0.4;1.3;<0.1;<0.1;<0.1;27;7;0;0;7.6;<0.1;133.4;<0.1;13.6;168.1;11.0;46.9;119.6;89.3;2.8;0.4;49.2;4.6;0.8;<0.1;0.05;0.18;0.03;0.4;1.1;16.6;10.3;1.0;<0.1;0.45
604;Milk, Goat Milk;275;4.5;3.9;3.2;0;0;N/A;N/A;0;4.5;0;0;0;4.5;0;0;0;0;3.7;0.1;1.1;2.4;<0.1;<0.1;<0.1;66;7;0;0;12.5;0;100.0;<0.1;N/A;150.0;11.0;55.0;140.1;90.0;2.0;0.4;44.0;1.0;1.0;0.3;0.04;0.14;0.05;<0.1;1.3;53.2;0;<0.1;0.3;0.34
600;Milk, Raw Milk, 4.4 % Fat, Without Added Vitamin D;298;4.8;4.4;3.0;0;0;0.2;0;0;4.8;0;0;0;4.8;0;0;0;0;4.2;0.1;1.0;3.0;0.1;<0.1;<0.1;51;16;0;0;13.5;0.1;123.0;<0.1;16.4;160.0;11.0;50.0;127.4;90.0;2.9;0.5;44.3;6.0;0.8;0.1;0.05;0.18;0.03;0.4;1.0;40.1;19.5;<0.1;0.1;0.98
28992;Milk, Whole Milk, 3.5% Fat, Boiled;276;5.0;3.6;3.1;0;0;0.2;0;0;5.0;0;0;0;5.0;0;0;0;0;3.2;<0.1;0.8;2.3;<0.1;<0.1;<0.1;47;12;0;0;11.5;0.1;129.2;<0.1;14.2;166.7;11.5;45.8;116.8;93.7;3.0;0.5;46.2;4.4;0.7;0.1;0.05;0.15;0.03;0.4;0.7;35.1;14.4;1.0;<0.1;0.84
32695;Milk Chocolate Candy With Peppermint Flavour, Marianne, Fazer;1814;80.4;11.0;1.3;0;2.0;0;0;0.7;70.3;0;0;2.7;0.2;2.0;65.4;0.5;1.5;10.2;1.1;4.1;5.0;<0.1;0.2;0.9;927;175;0;0;0.8;25.6;12.3;0.8;4.0;235.6;34.4;6.3;16.1;47.5;0.7;0.5;16.1;2.7;0.4;0.1;<0.01;0.02;<0.01;<0.1;<0.1;1.2;3.1;<0.1;0.7;3.20
32997;Milk Chocolate Covered Biscuits With Filling, Amanie, Lidl;2168;56.5;28.3;8.4;0;1.5;0.3;0;6.7;49.8;<0.1;0;<0.1;7.3;<0.1;42.4;0.4;1.1;23.8;1.2;8.0;14.5;0.1;0.1;1.0;1002;141;0;0;7.2;76.7;295.4;1.6;30.1;344.1;46.6;89.3;227.5;230.5;3.9;1.2;106.4;5.1;1.9;0.4;0.07;0.33;0.05;0;0;78.0;43.7;<0.1;0.7;2.92
6000;Milk Custard, Low-Fat, Egg;380;13.6;2.2;3.8;0;0;0.2;0;4.0;9.6;0;0;<0.1;4.1;0;5.5;0;0;2.0;0.2;0.7;1.1;<0.1;<0.1;0.1;116;11;0;11;41.9;0.2;107.6;0.2;16.2;140.3;10.8;45.9;116.9;98.0;5.7;0.5;58.7;8.4;0.9;<0.1;0.06;0.16;0.03;0.5;0.6;33.8;78.6;1.1;0.2;0.36
6001;Milk Custard, Low-Fat, Without Sugar;311;9.7;2.1;3.9;0;<0.1;0.2;0;4.6;5.1;<0.1;0;<0.1;5.0;<0.1;<0.1;<0.1;<0.1;1.9;0.1;0.6;1.2;<0.1;<0.1;<0.1;77;9;0;6;27.3;0;129.1;0.2;18.5;166.9;12.6;49.2;125.3;110.2;4.8;0.5;58.3;7.4;0.9;0.1;0.06;0.17;0.03;0.5;0.7;25.6;49.3;1.2;0.1;0.39
672;Milk Powder, Fat-Free Milk;1488;52.9;1.0;32.4;0;0;0;0;0;52.9;0;0;0;52.9;0;0;0;0;1.0;<0.1;0.2;0.6;<0.1;<0.1;<0.1;19;7;0;0;16.5;0;1360.0;0.5;150.0;1710.0;126.0;560.0;1426.9;980.0;20.0;4.7;530.0;51.0;9.8;0.9;0.47;2.18;0.34;2.6;6.0;5.7;21.0;<0.1;<0.1;0.10
31496;Milk Powder, Fat-Free Milk, 5 Ug Added Vitamin D;1488;52.9;1.0;32.4;0;0;0;0;0;52.9;0;0;0;52.9;0;0;0;0;1.0;<0.1;0.2;0.6;<0.1;<0.1;<0.1;19;7;0;0;16.5;0;1360.0;0.5;150.0;1710.0;126.0;560.0;1426.9;980.0;20.0;4.7;530.0;51.0;9.8;0.9;0.47;2.18;0.34;2.6;6.0;5.7;21.0;5.0;<0.1;0.10
31498;Milk Powder, Fat-Free Milk, Lactose-Free;1516;40.0;1.0;47.0;0;0;0;0;0;40.0;0;19.9;19.9;0.1;0;0;0;0;1.0;<0.1;0.2;0.6;<0.1;<0.1;<0.1;19;7;0;0;16.5;0;1360.0;0.5;150.0;1710.0;126.0;560.0;1426.9;980.0;20.0;4.7;530.0;51.0;9.8;0.9;0.47;2.18;0.34;2.6;6.0;5.7;21.0;<0.1;<0.1;0.10
31488;Milk Powder, Fat-Free Milk, Lactose-Free, 5 Ug Added Vitamin D;1516;40.0;1.0;47.0;0;0;0;0;0;40.0;0;19.9;19.9;0.1;0;0;0;0;1.0;<0.1;0.2;0.6;<0.1;<0.1;<0.1;19;7;0;0;16.5;0;1360.0;0.5;150.0;1710.0;126.0;560.0;1426.9;980.0;20.0;4.7;530.0;51.0;9.8;0.9;0.47;2.18;0.34;2.6;6.0;5.7;21.0;5.0;<0.1;0.10
31497;Milk Powder, Fat-Free Milk, Low-Lactose;1472;52.0;1.0;32.4;0;0;0;0;0;52.0;0;21.0;21.0;10.0;0;0;0;0;1.0;<0.1;0.2;0.6;<0.1;<0.1;<0.1;19;7;0;0;16.5;0;1360.0;0.5;150.0;1710.0;126.0;560.0;1426.9;980.0;20.0;4.7;530.0;51.0;9.8;0.9;0.47;2.18;0.34;2.6;6.0;5.7;21.0;<0.1;<0.1;0.10
31487;Milk Powder, Fat-Free Milk, Low-Lactose, 5 Ug Added Vitamin D;1472;52.0;1.0;32.4;0;0;0;0;0;52.0;0;21.0;21.0;10.0;0;0;0;0;1.0;<0.1;0.2;0.6;<0.1;<0.1;<0.1;19;7;0;0;16.5;0;1360.0;0.5;150.0;1710.0;126.0;560.0;1426.9;980.0;20.0;4.7;530.0;51.0;9.8;0.9;0.47;2.18;0.34;2.6;6.0;5.7;21.0;5.0;<0.1;0.10
33914;Milkshake, Hesburger, Vanilla;263;7.6;2.2;2.9;0;0;0.2;0;0;7.6;0;2.0;2.0;0.6;0;3.0;0;0;2.1;<0.1;0.5;1.5;<0.1;<0.1;<0.1;29;8;0;0;5.2;0;114.3;<0.1;14.4;151.2;11.3;41.7;106.3;85.3;2.6;0.4;43.1;4.2;0.8;<0.1;0.05;0.18;0.03;0.4;1.2;19.0;10.9;<0.1;<0.1;0.64
31951;Milkshake, Power Cow, Chocolate Flavour;368;13.6;2.1;3.5;0;0;0.2;0;0;13.6;0.3;0;0.4;7.9;<0.1;5.0;0;0;2.0;<0.1;0.5;1.4;<0.1;<0.1;<0.1;28;7;0;0;7.3;0;151.0;<0.1;20.2;228.7;17.0;42.6;108.7;120.0;3.1;0.5;52.3;5.2;1.0;0.1;0.07;0.28;0.05;0.5;1.2;21.5;10.4;<0.1;<0.1;0.50
31952;Milkshake, Power Cow, Vanilla/Fruit;330;12.2;1.5;3.8;0;0;0.2;0;0;12.2;0.3;0;0.4;8.5;<0.1;3.0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;21;5;0;0;6.5;0;166.7;<0.1;21.9;248.3;18.4;48.9;124.5;131.3;3.3;0.5;58.5;5.7;1.1;0.1;0.08;0.31;0.06;0.5;1.3;16.8;8.6;<0.1;<0.1;0.33
33915;Milkshake, Vanilla, Mcdonald'S;334;11.8;2.2;2.9;0;0;0.2;0;0;11.8;0.3;1.9;2.3;1.4;<0.1;6.0;0;0;2.1;<0.1;0.5;1.5;<0.1;<0.1;<0.1;29;8;0;0;5.2;0;116.2;<0.1;14.4;163.0;12.2;50.4;128.5;88.5;2.6;0.4;42.8;4.2;0.8;0.1;0.05;0.19;0.04;0.4;1.1;19.1;10.7;<0.1;<0.1;0.64
34306;Mille-Feuille, Napoleon Pastry;1624;33.3;26.5;3.6;0.2;0.8;<0.1;0;13.6;19.6;0.3;0;0.3;1.1;0.1;17.8;0.2;0.6;25.5;1.2;7.3;15.6;1.2;0.2;0.9;898;193;0;4;54.1;29.2;74.2;0.3;7.9;81.8;10.4;152.4;388.3;83.4;3.6;0.3;37.9;7.4;0.8;0.2;0.04;0.08;0.02;0.1;0.6;164.1;127.2;0.2;0.9;7.96
1578;Millet, Boiled Without Salt;598;27.5;1.2;4.5;0;1.3;0;0;27.3;0.2;<0.1;0;0.1;0;0;<0.1;0.2;1.0;1.0;0.5;0.2;0.2;0;<0.1;0.5;480;40;0;0;0;27.1;5.4;1.9;2.0;88.0;41.2;1.8;4.6;96.0;0.8;1.4;47.6;6.7;1.1;0.6;0.30;0.04;0.08;0;0;0;0;0;<0.1;0.36
1575;Millet, Boiled With Salt;598;27.5;1.2;4.5;0;1.3;0;0;27.3;0.2;<0.1;0;0.1;0;0;<0.1;0.2;1.0;1.0;0.5;0.2;0.2;0;<0.1;0.5;480;40;0;0;0;27.1;6.2;1.9;14.5;88.2;41.4;195.3;497.6;96.4;0.8;1.4;47.6;6.7;1.1;0.6;0.30;0.04;0.08;0;0;0;0;0;<0.1;0.36
33017;Millet Gruel, Milk;271;8.1;1.8;3.8;0;0.1;0.2;0;2.7;5.4;<0.1;0;<0.1;5.3;0;<0.1;<0.1;0.1;1.7;<0.1;0.4;1.2;<0.1;<0.1;<0.1;72;10;0;0;7.1;2.7;134.4;0.3;29.4;175.5;16.5;260.4;663.5;109.9;3.1;0.6;54.0;4.0;0.9;0.2;0.09;0.17;0.04;0.4;0.8;12.9;9.7;1.1;<0.1;0.40
34453;Millet Patty, Fried;965;14.2;16.2;6.0;0;2.9;0.2;0;12.3;1.8;0.3;0;0.3;0;<0.1;1.1;0.3;1.8;15.5;4.7;9.6;1.2;0;0.8;3.9;3910;765;0;0;0.6;77.2;55.5;1.4;19.9;250.8;59.7;275.8;702.8;116.9;1.8;0.9;49.7;12.6;1.5;1.0;0.09;0.11;0.08;0;2.3;0.3;20.2;0;6.0;10.34
1542;Millet Porridge, Milk, Salt;361;12.7;1.8;4.2;0;0.4;0.2;0;8.0;4.8;<0.1;0;<0.1;4.7;0;<0.1;<0.1;0.3;1.7;0.2;0.4;1.1;<0.1;<0.1;0.2;161;17;0;0;6.2;7.9;118.9;0.6;26.2;172.3;23.0;229.1;583.8;116.2;2.9;0.8;57.2;4.9;1.0;0.3;0.14;0.16;0.05;0.3;0.7;11.3;8.5;1.0;<0.1;0.43
1541;Millet Porridge, Water, Salt;184;8.5;0.4;1.4;0;0.4;0;0;8.4;<0.1;<0.1;0;<0.1;0;0;<0.1;<0.1;0.3;0.3;0.2;<0.1;<0.1;0;<0.1;0.1;148;12;0;0;0;8.3;5.0;0.6;13.4;27.3;12.8;199.9;509.2;29.9;0.3;0.4;14.6;2.1;0.4;0.2;0.09;0.01;0.02;0;0;0;0;0;<0.1;0.11
7857;Minced Liver Gravy;423;4.2;4.9;9.8;0;0.3;<0.1;0;1.6;0.7;0.2;<0.1;0.2;<0.1;<0.1;0.2;<0.1;0.1;4.2;1.3;1.6;1.2;<0.1;0.4;0.9;747;239;28;48;110.5;19.8;12.1;7.2;31.9;200.7;13.1;513.9;1309.3;196.7;35.5;2.8;167.1;414.1;4.8;5.8;0.46;1.08;0.05;33.3;11.7;7367.4;280.5;0.4;0.9;7.52
